class,feature,mean_abs_shap,rank
telemetry_dropout,battery_innovation_v,1.183593185681706e-05,34
telemetry_dropout,battery_temp_residual_c,0.00026429314018780405,23
telemetry_dropout,electronics_temp_residual_c,0.00034178746627949003,21
telemetry_dropout,wheel_current_residual_a,7.473343882616623e-05,29
telemetry_dropout,wheel_temp_residual_c,0.0,55
telemetry_dropout,rule_detected,0.00021090221439178485,26
telemetry_dropout,rule_confidence,0.00011906285993334933,27
telemetry_dropout,rule_pred_solar_array_degradation,4.204760288305519e-06,39
telemetry_dropout,rule_pred_battery_degradation,0.0,56
telemetry_dropout,rule_pred_thermal_anomaly,0.0,57
telemetry_dropout,rule_pred_reaction_wheel_degradation,1.549365654318691e-06,41
telemetry_dropout,rule_pred_battery_voltage_sensor_drift,0.00026728960320536406,22
telemetry_dropout,rule_pred_telemetry_dropout,0.010436616141804037,14
telemetry_dropout,physics_detected,0.0006769533043859711,18
telemetry_dropout,physics_confidence,0.00041188149589113876,19
telemetry_dropout,physics_pred_solar_array_degradation,2.8556151047188035e-05,31
telemetry_dropout,physics_pred_battery_degradation,4.918686173955671e-07,42
telemetry_dropout,physics_pred_thermal_anomaly,0.0002532132627362727,24
telemetry_dropout,physics_pred_reaction_wheel_degradation,0.00010451015497669249,28
telemetry_dropout,physics_pred_battery_voltage_sensor_drift,2.7597502216359022e-05,32
telemetry_dropout,physics_pred_telemetry_dropout,0.01950821136295324,1
telemetry_dropout,ml_power_ratio,0.014337961708063944,5
telemetry_dropout,ml_battery_ratio,0.013444519835447132,8
telemetry_dropout,ml_thermal_ratio,0.01824610105490539,2
telemetry_dropout,ml_wheel_ratio,0.01030874417342447,15
telemetry_dropout,ml_max_ratio,0.011735733833889043,12
telemetry_dropout,ml_persistent_anomaly,0.0017839558857767415,17
telemetry_dropout,missing_battery_soc_measured,0.012550851633966196,11
telemetry_dropout,missing_battery_voltage_measured,0.014693030351916235,4
telemetry_dropout,missing_battery_current_measured,0.014822127426893835,3
telemetry_dropout,missing_battery_temp_measured,0.014234034244218928,7
telemetry_dropout,missing_electronics_temp_measured,0.014332738440022773,6
telemetry_dropout,missing_wheel_speed_measured,0.009148854961831992,16
telemetry_dropout,missing_wheel_current_measured,0.012634133042530065,10
telemetry_dropout,missing_wheel_temp_measured,0.01291117351823774,9
telemetry_dropout,missing_count,0.01118710496208799,13
thermal_anomaly,in_sunlight,0.0008238062002574413,40
thermal_anomaly,solar_power_w,0.0018403501046030523,30
thermal_anomaly,load_power_w,0.0002149063626028705,49
thermal_anomaly,battery_soc_measured,0.0021097877035983477,27
thermal_anomaly,battery_voltage_measured,0.0017393377338739806,32
thermal_anomaly,battery_current_measured,0.002291347785626827,19
thermal_anomaly,battery_temp_measured,0.04747714257890297,2
thermal_anomaly,electronics_temp_measured,0.04500980475111648,3
thermal_anomaly,wheel_target_speed_rpm,0.00015015768487144863,51
thermal_anomaly,wheel_speed_measured,0.00024293310857114776,48
thermal_anomaly,wheel_current_measured,0.0004267958607434991,44
thermal_anomaly,wheel_temp_measured,0.003747052533704276,10
thermal_anomaly,battery_soc_rate,0.00044466167267193145,43
thermal_anomaly,battery_voltage_rate,0.00011258154260264722,54
thermal_anomaly,battery_temp_rate,0.0003599928633079193,45
thermal_anomaly,electronics_temp_rate,0.00032911864690009284,46
thermal_anomaly,wheel_speed_rate,0.00014415052172633087,53
thermal_anomaly,wheel_current_rate,0.00020134741558289874,50
thermal_anomaly,wheel_temp_rate,0.00010212335852909832,56
thermal_anomaly,wheel_tracking_error_rpm,0.000145778148851916,52
thermal_anomaly,solar_relative_residual,0.002906483745085114,15
thermal_anomaly,battery_innovation_v,0.00173791805151916,33
thermal_anomaly,battery_temp_residual_c,0.04496326609422124,4
thermal_anomaly,electronics_temp_residual_c,0.05594233453259873,1
thermal_anomaly,wheel_current_residual_a,0.0022865057710292416,20
thermal_anomaly,wheel_temp_residual_c,0.0030792608029237348,14
thermal_anomaly,rule_detected,0.0021963368888350075,23
thermal_anomaly,rule_confidence,0.0015726970861936846,35
thermal_anomaly,rule_pred_solar_array_degradation,0.0015301778951385832,37
