scenario_id,fault_type,rank,feature,shap_value
81,battery_voltage_sensor_drift,3,rule_detected,0.09297271681629268
81,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.021450128379734687
81,battery_voltage_sensor_drift,5,battery_temp_measured,0.019347428812056103
82,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.31154364067382495
82,battery_voltage_sensor_drift,2,rule_confidence,0.1251923288562124
82,battery_voltage_sensor_drift,3,rule_detected,0.08725294040917457
82,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.02151590015771299
82,battery_voltage_sensor_drift,5,electronics_temp_residual_c,0.014707298376447324
83,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.29571675281222365
83,battery_voltage_sensor_drift,2,rule_confidence,0.11152106121757281
83,battery_voltage_sensor_drift,3,rule_detected,0.07061876399772991
83,battery_voltage_sensor_drift,4,battery_innovation_v,0.02172864469408631
83,battery_voltage_sensor_drift,5,physics_pred_reaction_wheel_degradation,0.017154293400934023
84,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.2986731651390845
84,battery_voltage_sensor_drift,2,rule_confidence,0.11729006474296765
84,battery_voltage_sensor_drift,3,rule_detected,0.08414754777402578
84,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.020163952847975293
84,battery_voltage_sensor_drift,5,battery_temp_measured,0.018785050584140074
85,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.2964324358603063
85,battery_voltage_sensor_drift,2,rule_confidence,0.11380444033886541
85,battery_voltage_sensor_drift,3,rule_detected,0.07765123545185482
85,battery_voltage_sensor_drift,4,battery_innovation_v,0.024978038882440504
85,battery_voltage_sensor_drift,5,physics_pred_reaction_wheel_degradation,0.02061732515257426
86,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.30779598335004954
86,battery_voltage_sensor_drift,2,rule_confidence,0.12424333744481196
86,battery_voltage_sensor_drift,3,rule_detected,0.08343961646626144
86,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.02062724160769703
86,battery_voltage_sensor_drift,5,battery_innovation_v,0.016751557009024365
87,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.2977012606342757
87,battery_voltage_sensor_drift,2,rule_confidence,0.11196783862092669
87,battery_voltage_sensor_drift,3,rule_detected,0.07554500025592772
87,battery_voltage_sensor_drift,4,battery_innovation_v,0.019667581402507867
87,battery_voltage_sensor_drift,5,physics_pred_reaction_wheel_degradation,0.01795704233215202
88,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.3215588733861876
88,battery_voltage_sensor_drift,2,rule_confidence,0.12642099117802488
88,battery_voltage_sensor_drift,3,rule_detected,0.08880819097822293
88,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.020701734122553637
88,battery_voltage_sensor_drift,5,battery_temp_measured,0.01774001168148509
89,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.33121323546758696
89,battery_voltage_sensor_drift,2,rule_confidence,0.13415992986241956
89,battery_voltage_sensor_drift,3,rule_detected,0.09783075074193574
89,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.02115536792186712
89,battery_voltage_sensor_drift,5,electronics_temp_residual_c,0.015627868155019233
90,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.32444575973929146
90,battery_voltage_sensor_drift,2,rule_confidence,0.13084194401308336
90,battery_voltage_sensor_drift,3,rule_detected,0.09536841702171643
90,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.022055384800128686
90,battery_voltage_sensor_drift,5,battery_temp_measured,0.015845327046309646
91,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.304781185316489
91,battery_voltage_sensor_drift,2,rule_confidence,0.12223649561717188
91,battery_voltage_sensor_drift,3,rule_detected,0.08625788476586352
91,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.02064263122844029
91,battery_voltage_sensor_drift,5,battery_innovation_v,0.018964792380138262
92,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.31412137286332453
92,battery_voltage_sensor_drift,2,rule_confidence,0.12628108498745255
92,battery_voltage_sensor_drift,3,rule_detected,0.08841593493592632
92,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.02169565591860588
92,battery_voltage_sensor_drift,5,battery_temp_measured,0.015589405513115346
93,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.29761434012437976
93,battery_voltage_sensor_drift,2,rule_confidence,0.11607699568390192
93,battery_voltage_sensor_drift,3,rule_detected,0.08160318324522858
93,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.022266665902125008
93,battery_voltage_sensor_drift,5,battery_innovation_v,0.018963134177895576
94,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.29064765829589095
94,battery_voltage_sensor_drift,2,rule_confidence,0.11320476563919434
94,battery_voltage_sensor_drift,3,rule_detected,0.0738365671344455
94,battery_voltage_sensor_drift,4,battery_voltage_measured,0.037327570394145616
94,battery_voltage_sensor_drift,5,battery_innovation_v,0.022617830186021443
95,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.2929936779313529
95,battery_voltage_sensor_drift,2,rule_confidence,0.1118617033885116
95,battery_voltage_sensor_drift,3,rule_detected,0.07844812728816078
95,battery_voltage_sensor_drift,4,battery_innovation_v,0.019987853644456755
95,battery_voltage_sensor_drift,5,physics_pred_reaction_wheel_degradation,0.018471564885962223
96,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.32094561949644884
96,battery_voltage_sensor_drift,2,rule_confidence,0.12874608778689986
96,battery_voltage_sensor_drift,3,rule_detected,0.097299834367067
96,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.022079681275970837
96,battery_voltage_sensor_drift,5,battery_temp_measured,0.016859310341508595
97,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.2779730721349862
97,battery_voltage_sensor_drift,2,rule_confidence,0.10638010328528796
97,battery_voltage_sensor_drift,3,rule_detected,0.06998720495734728
97,battery_voltage_sensor_drift,4,battery_voltage_measured,0.04056590736584612
97,battery_voltage_sensor_drift,5,battery_innovation_v,0.0272503655485619
98,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.29993976158454383
98,battery_voltage_sensor_drift,2,rule_confidence,0.11845991088149659
98,battery_voltage_sensor_drift,3,rule_detected,0.08456867737749092
98,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.021337908172218666
98,battery_voltage_sensor_drift,5,battery_innovation_v,0.01550927304103774
99,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.32294757155703785
99,battery_voltage_sensor_drift,2,rule_confidence,0.13326377871890968
99,battery_voltage_sensor_drift,3,rule_detected,0.09052948513537974
99,battery_voltage_sensor_drift,4,physics_pred_reaction_wheel_degradation,0.021645960326007373
99,battery_voltage_sensor_drift,5,battery_temp_measured,0.01919103635537916
100,battery_voltage_sensor_drift,1,rule_pred_battery_voltage_sensor_drift,0.3150207283987127
100,battery_voltage_sensor_drift,2,rule_confidence,0.12390612242197291
100,battery_voltage_sensor_drift,3,rule_detected,0.08506918075005858
100,battery_voltage_sensor_drift,4,battery_voltage_measured,0.03959305122501179
100,battery_voltage_sensor_drift,5,physics_pred_reaction_wheel_degradation,0.022046010371326124
101,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
101,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553086
101,telemetry_dropout,3,missing_battery_current_measured,0.05902808811291335
101,telemetry_dropout,4,missing_battery_voltage_measured,0.057879626008288235
101,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
102,telemetry_dropout,1,physics_pred_telemetry_dropout,0.0764573738354427
102,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553086
102,telemetry_dropout,3,missing_battery_current_measured,0.059788102896606944
102,telemetry_dropout,4,missing_battery_voltage_measured,0.057879626008288255
102,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
103,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
103,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553087
103,telemetry_dropout,3,missing_battery_current_measured,0.05978810289660696
103,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
103,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
104,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
104,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553087
104,telemetry_dropout,3,missing_battery_current_measured,0.05978810289660696
104,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
104,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
105,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
105,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553087
105,telemetry_dropout,3,missing_battery_current_measured,0.05978810289660696
105,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
105,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
106,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
106,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553087
106,telemetry_dropout,3,missing_battery_current_measured,0.05978810289660696
106,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
106,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
107,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
107,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553086
107,telemetry_dropout,3,missing_battery_current_measured,0.05902808811291335
107,telemetry_dropout,4,missing_battery_voltage_measured,0.057879626008288235
107,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
108,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
108,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553086
108,telemetry_dropout,3,missing_battery_current_measured,0.05902808811291335
108,telemetry_dropout,4,missing_battery_voltage_measured,0.057879626008288235
108,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
109,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
109,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553086
109,telemetry_dropout,3,missing_battery_current_measured,0.05902808811291335
109,telemetry_dropout,4,missing_battery_voltage_measured,0.057879626008288235
109,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
110,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
110,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553086
110,telemetry_dropout,3,missing_battery_current_measured,0.05902808811291335
110,telemetry_dropout,4,missing_battery_voltage_measured,0.057879626008288235
110,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
111,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
111,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553086
111,telemetry_dropout,3,missing_battery_current_measured,0.05902808811291335
111,telemetry_dropout,4,missing_battery_voltage_measured,0.057879626008288235
111,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
112,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
112,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553086
112,telemetry_dropout,3,missing_battery_current_measured,0.05902808811291335
112,telemetry_dropout,4,missing_battery_voltage_measured,0.057879626008288235
112,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
113,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
113,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553086
113,telemetry_dropout,3,missing_battery_current_measured,0.05902808811291334
113,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
113,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
114,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
114,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553086
114,telemetry_dropout,3,missing_battery_current_measured,0.05902808811291335
114,telemetry_dropout,4,missing_battery_voltage_measured,0.057879626008288235
114,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
115,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
115,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553087
115,telemetry_dropout,3,missing_battery_current_measured,0.05978810289660696
115,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
115,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
116,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
116,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553087
116,telemetry_dropout,3,missing_battery_current_measured,0.05978810289660696
116,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
116,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
117,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
117,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553087
117,telemetry_dropout,3,missing_battery_current_measured,0.05978810289660696
117,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
117,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
118,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
118,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553087
118,telemetry_dropout,3,missing_battery_current_measured,0.05978810289660696
118,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
118,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
119,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
119,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553087
119,telemetry_dropout,3,missing_battery_current_measured,0.05978810289660696
119,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
119,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
120,telemetry_dropout,1,physics_pred_telemetry_dropout,0.07645737383544271
120,telemetry_dropout,2,ml_thermal_ratio,0.07073681278553087
120,telemetry_dropout,3,missing_battery_current_measured,0.05978810289660696
120,telemetry_dropout,4,missing_battery_voltage_measured,0.05787962600828825
120,telemetry_dropout,5,missing_electronics_temp_measured,0.05712184861305745
