scenario_id,fault_type,severity,profile,noise_scale,fault_start_time_h,active_samples,rule_detection_recall,model_detection_recall,hybrid_detection_recall,hybrid_prefault_alarms,hybrid_prefault_fpr,raw_diagnosis_accuracy,selective_coverage,accepted_diagnosis_accuracy,operational_coverage,operational_accuracy,end_to_end_correct_fraction,scenario_correctly_diagnosed,first_correct_diagnosis_time_h,diagnosis_delay_min,severity_bin,noise_bin
77,reaction_wheel_degradation,0.5831275118605782,gradual,1.373293265709942,2.259869868357676,225,0.30666666666666664,0.8,0.8133333333333334,1,0.007352941176470588,0.8355555555555556,0.7866666666666666,1.0,0.7866666666666666,1.0,0.7866666666666666,True,2.533333333333333,16.407807898539424,0.40-0.60,1.25-1.50
78,reaction_wheel_degradation,0.3308035580277609,abrupt,1.0465327892843292,2.710537189014909,198,0.1919191919191919,0.7171717171717171,0.7222222222222222,0,0.0,0.7828282828282829,0.702020202020202,0.9928057553956835,0.696969696969697,1.0,0.696969696969697,True,2.75,2.367768659105458,0.20-0.40,1.00-1.25
79,reaction_wheel_degradation,0.2328386859804335,gradual,1.290183357022873,1.567745396363424,266,0.10150375939849623,0.17669172932330826,0.2556390977443609,0,0.0,0.35714285714285715,0.24060150375939848,0.6875,0.16541353383458646,1.0,0.16541353383458646,True,2.15,34.93527621819455,0.20-0.40,1.25-1.50
80,reaction_wheel_degradation,0.3285072980723234,gradual,1.2669849793967467,2.98026249992586,182,0.14285714285714285,0.43956043956043955,0.4835164835164835,0,0.0,0.521978021978022,0.43956043956043955,0.925,0.4065934065934066,1.0,0.4065934065934066,True,3.6666666666666665,41.18425000444839,0.20-0.40,1.25-1.50
81,battery_voltage_sensor_drift,0.2153887382767779,gradual,0.8117184370571453,2.288573342580343,223,0.27802690582959644,0.14349775784753363,0.35874439461883406,0,0.0,0.27802690582959644,0.42152466367713004,0.6595744680851063,0.27802690582959644,1.0,0.27802690582959644,True,2.85,33.68559944517941,0.20-0.40,0.75-1.00
82,battery_voltage_sensor_drift,0.4708259647389193,gradual,0.967954430826182,1.5123113386705769,270,0.9037037037037037,0.32592592592592595,0.9037037037037037,0,0.0,0.9037037037037037,0.9888888888888889,0.9101123595505618,0.9,1.0,0.9,True,1.8833333333333333,22.261319679765386,0.40-0.60,0.75-1.00
83,battery_voltage_sensor_drift,0.3986562084280751,abrupt,1.4486246000836158,1.964091032239969,243,0.9670781893004116,0.39094650205761317,0.9835390946502057,1,0.00847457627118644,0.9670781893004116,0.9176954732510288,1.0,0.9176954732510288,1.0,0.9176954732510288,True,1.9666666666666663,0.15453806560184358,0.20-0.40,1.25-1.50
84,battery_voltage_sensor_drift,0.2447524545331784,abrupt,1.4490618064336784,2.7042723403626203,198,0.5050505050505051,0.010101010101010102,0.5151515151515151,1,0.006134969325153374,0.5050505050505051,0.494949494949495,0.9591836734693877,0.47474747474747475,1.0,0.47474747474747475,True,2.7666666666666666,3.7436595782427773,0.20-0.40,1.25-1.50
85,battery_voltage_sensor_drift,0.2874012451128612,gradual,1.0586656370997374,1.7499991173145462,256,0.7109375,0.203125,0.75390625,0,0.0,0.7109375,0.765625,0.9183673469387755,0.703125,1.0,0.703125,True,2.033333333333333,17.000052961127224,0.20-0.40,1.00-1.25
86,battery_voltage_sensor_drift,0.4833993551629813,gradual,0.9678447122144072,2.90013211193784,186,0.9032258064516129,0.34946236559139787,0.9032258064516129,0,0.0,0.9032258064516129,0.9301075268817204,0.9710982658959537,0.9032258064516129,1.0,0.9032258064516129,True,3.083333333333333,10.99207328372958,0.40-0.60,0.75-1.00
87,battery_voltage_sensor_drift,0.6530079511508322,abrupt,1.2066808581574453,1.8891537752315883,247,1.0,0.4979757085020243,1.0,0,0.0,1.0,0.9919028340080972,1.0,0.9919028340080972,1.0,0.9919028340080972,True,1.9,0.6507734861046943,0.60-0.80,1.00-1.25
88,battery_voltage_sensor_drift,0.2537724382627729,abrupt,1.2461647929148612,3.426495179696487,155,0.6774193548387096,0.2967741935483871,0.7935483870967742,1,0.0048543689320388345,0.6774193548387096,0.6903225806451613,0.9719626168224299,0.6774193548387096,0.9904761904761905,0.6709677419354839,True,3.433333333333333,0.41028921821076203,0.20-0.40,1.00-1.25
89,battery_voltage_sensor_drift,0.277149723120313,gradual,0.916914114191979,2.161798969995353,231,0.6623376623376623,0.1774891774891775,0.696969696969697,0,0.0,0.6623376623376623,0.6883116883116883,0.9622641509433962,0.6623376623376623,1.0,0.6623376623376623,True,2.783333333333333,37.29206180027881,0.20-0.40,0.75-1.00
90,battery_voltage_sensor_drift,0.5419771703143134,gradual,0.923158771546418,3.184824573206895,169,0.9053254437869822,0.39644970414201186,0.9053254437869822,0,0.0,0.9053254437869822,0.9408284023668639,0.9622641509433962,0.9053254437869822,1.0,0.9053254437869822,True,3.4,12.910525607586285,0.40-0.60,0.75-1.00
91,battery_voltage_sensor_drift,0.4507477496754406,gradual,1.0465138543203425,1.7671242122839783,254,0.9724409448818898,0.3700787401574803,0.9724409448818898,0,0.0,0.9724409448818898,0.9724409448818898,0.9838056680161943,0.9566929133858267,1.0,0.9566929133858267,True,1.8666666666666667,5.972547262961303,0.40-0.60,1.00-1.25
92,battery_voltage_sensor_drift,0.3169771551324382,gradual,1.370105985628116,2.8420226208053005,190,0.7789473684210526,0.23157894736842105,0.8052631578947368,1,0.005847953216374269,0.7736842105263158,0.7789473684210526,0.9797297297297297,0.7631578947368421,1.0,0.7631578947368421,True,3.05,12.478642751681956,0.20-0.40,1.25-1.50
93,battery_voltage_sensor_drift,0.7309280582601319,abrupt,1.3798993306988288,3.155245246436821,171,1.0,0.6257309941520468,1.0,2,0.010526315789473684,1.0,0.9532163742690059,1.0,0.9532163742690059,1.0,0.9532163742690059,True,3.1666666666666665,0.6852852137907295,0.60-0.80,1.25-1.50
94,battery_voltage_sensor_drift,0.3066098726514919,gradual,1.467631624612877,2.2988860040006944,223,0.7130044843049327,0.16143497757847533,0.7309417040358744,3,0.021739130434782608,0.7130044843049327,0.6860986547085202,0.9803921568627451,0.6771300448430493,0.9933774834437086,0.672645739910314,True,2.433333333333333,8.066839759958322,0.20-0.40,1.25-1.50
95,battery_voltage_sensor_drift,0.4979576866017859,gradual,1.1978263712410353,1.5259932232840856,269,0.9516728624535316,0.36059479553903345,0.9516728624535316,0,0.0,0.9516728624535316,0.966542750929368,0.9538461538461539,0.9219330855018587,1.0,0.9219330855018587,True,1.75,13.440406602954864,0.40-0.60,1.00-1.25
96,battery_voltage_sensor_drift,0.6191568450416163,gradual,1.1871449590459844,3.0150731290696777,180,0.9055555555555556,0.3611111111111111,0.9055555555555556,1,0.0055248618784530384,0.9055555555555556,0.9277777777777778,0.9640718562874252,0.8944444444444445,1.0,0.8944444444444445,True,3.2666666666666666,15.095612255819333,0.60-0.80,1.00-1.25
97,battery_voltage_sensor_drift,0.2644570118779754,abrupt,1.403405680866308,2.1999283755200976,229,0.6244541484716157,0.24890829694323144,0.6943231441048034,3,0.022727272727272728,0.6244541484716157,0.6375545851528385,0.9657534246575342,0.6200873362445415,0.9929577464788732,0.6157205240174672,True,2.2333333333333334,2.0042974687941495,0.20-0.40,1.25-1.50
98,battery_voltage_sensor_drift,0.38365180580171,abrupt,0.9674981123127252,3.2880613396795724,163,0.9877300613496932,0.3496932515337423,0.9877300613496932,0,0.0,0.9877300613496932,0.9815950920245399,1.0,0.9815950920245399,1.0,0.9815950920245399,True,3.3,0.7163196192256471,0.20-0.40,0.75-1.00
99,battery_voltage_sensor_drift,0.2622080645196203,gradual,1.0603649147464758,2.2693011506258003,224,0.5357142857142857,0.17410714285714285,0.5714285714285714,0,0.0,0.5357142857142857,0.5848214285714286,0.9083969465648855,0.53125,1.0,0.53125,True,2.75,28.841930962451983,0.20-0.40,1.00-1.25
100,battery_voltage_sensor_drift,0.3291917162891369,gradual,1.121793325122597,3.497545900350425,151,0.6821192052980133,0.152317880794702,0.6887417218543046,0,0.0,0.6754966887417219,0.7086092715231788,0.9439252336448598,0.6688741721854304,1.0,0.6688741721854304,True,3.966666666666667,28.147245978974507,0.20-0.40,1.00-1.25
101,telemetry_dropout,0.5280238495549836,abrupt,1.2871016432366829,2.682838613317584,200,1.0,1.0,1.0,3,0.018633540372670808,1.0,1.0,1.0,1.0,1.0,1.0,True,2.683333333333333,0.029683200944941035,0.40-0.60,1.25-1.50
102,telemetry_dropout,0.5520012503111457,gradual,1.4584628282656662,3.353152765729301,159,1.0,1.0,1.0,2,0.009900990099009901,1.0,1.0,1.0,1.0,1.0,1.0,True,3.3666666666666667,0.8108340562419425,0.40-0.60,1.25-1.50
103,telemetry_dropout,0.3697730757239587,gradual,1.4038778381795805,3.4562717189067795,153,1.0,1.0,1.0,1,0.004807692307692308,1.0,1.0,1.0,1.0,1.0,1.0,True,3.466666666666667,0.6236968655932351,0.20-0.40,1.25-1.50
104,telemetry_dropout,0.6521106241478114,abrupt,1.1550906091451716,3.4524934052820866,153,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,3.466666666666667,0.8503956830748116,0.60-0.80,1.00-1.25
105,telemetry_dropout,0.6347526790163724,gradual,1.3854219255149327,1.723066835098181,257,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1.7333333333333334,0.6159898941091413,0.60-0.80,1.25-1.50
106,telemetry_dropout,0.6572834516737502,gradual,1.0103844592749245,1.683430709609744,259,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1.7,0.9941574234153538,0.60-0.80,1.00-1.25
107,telemetry_dropout,0.7153074678618823,gradual,1.0816158419532391,2.5183881665507872,209,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2.533333333333333,0.8967100069527589,0.60-0.80,1.00-1.25
108,telemetry_dropout,0.7130971266801129,gradual,1.1271394280278475,2.7047274597321675,198,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2.716666666666667,0.7163524160699541,0.60-0.80,1.00-1.25
109,telemetry_dropout,0.7364467497279013,gradual,1.3116434776725452,2.530309681536255,209,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2.533333333333333,0.1814191078246985,0.60-0.80,1.25-1.50
110,telemetry_dropout,0.7859518909003971,gradual,1.4504162464124226,2.4687013163771,212,1.0,1.0,1.0,2,0.013422818791946308,1.0,1.0,1.0,1.0,1.0,1.0,True,2.4833333333333334,0.8779210173740104,0.60-0.80,1.25-1.50
111,telemetry_dropout,0.7728634253690692,gradual,0.9631698198986984,2.932589628775367,185,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2.933333333333333,0.04462227347796777,0.60-0.80,0.75-1.00
112,telemetry_dropout,0.235433791386974,abrupt,1.2812769167739824,2.5630047294660394,207,1.0,1.0,1.0,1,0.006493506493506494,1.0,1.0,1.0,1.0,1.0,1.0,True,2.566666666666667,0.21971623203764779,0.20-0.40,1.25-1.50
113,telemetry_dropout,0.2170058836006171,abrupt,1.2133682593913837,2.8580224901760145,189,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2.8666666666666667,0.5186505894391313,0.20-0.40,1.00-1.25
114,telemetry_dropout,0.2772210108408197,gradual,1.0308031959213588,2.6779317762865187,200,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2.683333333333333,0.32409342280886655,0.20-0.40,1.00-1.25
115,telemetry_dropout,0.5556975536396281,gradual,0.8717888971418776,2.3987400443686164,217,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2.4,0.07559733788300882,0.40-0.60,0.75-1.00
116,telemetry_dropout,0.4294734197184069,gradual,1.148667319873734,3.0494660973658245,178,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,3.05,0.0320341580505179,0.40-0.60,1.00-1.25
117,telemetry_dropout,0.5042512611274654,gradual,1.131827923679908,3.014472729604848,180,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,3.0166666666666666,0.13163622370910844,0.40-0.60,1.00-1.25
118,telemetry_dropout,0.5590734371513905,gradual,0.8199417125321544,1.9772055433230649,242,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1.9833333333333332,0.3676674006160985,0.40-0.60,0.75-1.00
119,telemetry_dropout,0.6100938428685541,gradual,1.0903294928387703,3.1114407934292974,174,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,3.1166666666666667,0.3135523942421603,0.60-0.80,1.00-1.25
120,telemetry_dropout,0.2332509222505076,gradual,1.3715093973630794,2.06836894962348,236,1.0,1.0,1.0,1,0.008,1.0,1.0,1.0,1.0,1.0,1.0,True,2.083333333333333,0.8978630225911921,0.20-0.40,1.25-1.50
