time_h,maximum_score_ratio,raw_anomaly,persistence_count,persistent_anomaly,power_score,power_threshold,battery_score,battery_threshold,thermal_score,thermal_threshold,wheel_score,wheel_threshold
19.2,0.9966227392759197,False,0,False,0.563039066059819,0.625907806293702,0.5116853663723593,0.5901601944922479,0.47200412008692894,0.5510570513020651,0.5413425710929359,0.5431770215139178
19.216666666666665,0.883173752036265,False,0,False,0.5411408610942287,0.625907806293702,0.5212139932721704,0.5901601944922479,0.45157275886641535,0.5510570513020651,0.4634442012391433,0.5431770215139178
19.23333333333333,0.9308731264504522,False,0,False,0.5826407565143624,0.625907806293702,0.5266156213445372,0.5901601944922479,0.4951375866212365,0.5510570513020651,0.4559123489931112,0.5431770215139178
19.25,0.9706051691429778,False,0,False,0.5973728670775967,0.625907806293702,0.5728125353966009,0.5901601944922479,0.4733121426657771,0.5510570513020651,0.45584533652089376,0.5431770215139178
19.266666666666666,0.9163677697366202,False,0,False,0.5536223537860899,0.625907806293702,0.5408037812141911,0.5901601944922479,0.4655603922744564,0.5510570513020651,0.4595824310616826,0.5431770215139178
19.28333333333333,0.9335682657260324,False,0,False,0.529750440495426,0.625907806293702,0.5509548292726658,0.5901601944922479,0.4445120249736333,0.5510570513020651,0.4913239075098426,0.5431770215139178
19.3,0.9413128182856098,False,0,False,0.5791405249328689,0.625907806293702,0.5555253559174814,0.5901601944922479,0.4791754408858753,0.5510570513020651,0.4670593476757041,0.5431770215139178
19.316666666666663,0.9640105547622375,False,0,False,0.6033817315752068,0.625907806293702,0.553018530328897,0.5901601944922479,0.48549945463653027,0.5510570513020651,0.4674781405048343,0.5431770215139178
19.33333333333333,0.9718830466997889,False,0,False,0.512673623946601,0.625907806293702,0.5063208108875148,0.5901601944922479,0.5355630059248528,0.5510570513020651,0.4554883028240821,0.5431770215139178
19.35,1.023028134310877,True,1,False,0.5843622209224036,0.625907806293702,0.5111015348310548,0.5901601944922479,0.5637468670924048,0.5510570513020651,0.4762806824678763,0.5431770215139178
19.366666666666667,0.9165156900784528,False,0,False,0.5736543250107629,0.625907806293702,0.49936575233522384,0.5901601944922479,0.49671972140260257,0.5510570513020651,0.4548942019936744,0.5431770215139178
