true_label,predicted_label,baseline_probability,top5_ablated_probability,random5_ablated_probability,top5_probability_drop,random5_probability_drop,top5_larger_drop,top5_prediction_flip,random5_prediction_flip
reaction_wheel_degradation,reaction_wheel_degradation,0.9982471640949764,0.2634221855223123,0.9982471640949764,0.7348249785726642,0.0,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8162229867429245,0.200097258799693,0.8162229867429245,0.6161257279432315,0.0,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.9904705433164679,0.24365671214177612,1.0,0.7468138311746918,-0.009529456683532112,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.994963049722551,0.23646634076467962,0.994171187437731,0.7584967089578714,0.0007918622848199774,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.7873610610804246,0.07760358975055436,0.7873610610804246,0.7097574713298702,0.0,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.9813258952348243,0.0972691588263434,0.9863883801864216,0.8840567364084808,-0.005062484951597335,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.991716082832521,0.11382227232702281,0.9934108590849725,0.8778938105054982,-0.001694776252451513,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8891759677693395,0.10436644736086347,0.8931759677693395,0.7848095204084761,-0.0040000000000000036,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.7821790801963419,0.07852837948253373,0.753816341912195,0.7036507007138081,0.028362738284146816,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.7925979241258959,0.08854721213972143,0.7839935722364384,0.7040507119861745,0.008604351889457518,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8670677534072478,0.15611356821651629,0.9695203552739163,0.7109541851907315,-0.10245260186666849,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.842701383783504,0.13220859307671498,0.8555263287217755,0.7104927907067891,-0.012824944938271465,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.7974195118531545,0.16009774168539181,0.7791609439485815,0.6373217701677627,0.01825856790457303,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.7884577632192747,0.14476147166422457,0.7884577632192747,0.6436962915550501,0.0,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8848178893638916,0.18480275985497352,0.87850944780545,0.7000151295089181,0.006308441558441569,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.9800755017230199,0.20921743975519155,0.9594007553624959,0.7708580619678284,0.02067474636052402,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.7673332898498697,0.1333354082930661,0.7593332898498697,0.6339978815568036,0.008000000000000007,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.7354228391639557,0.05114954272675256,0.7381739786297415,0.6842732964372031,-0.002751139465785868,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8809623270102176,0.08723071438810732,0.8809623270102177,0.7937316126221102,-1.1102230246251565e-16,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.7915768785337632,0.09329833184340303,0.7915768785337632,0.6982785466903603,0.0,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8904850696191097,0.09449480932145177,0.8929979636019177,0.7959902602976578,-0.002512893982808073,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8197860257674141,0.08858695793020828,0.8839295204377179,0.7311990678372058,-0.06414349467030378,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8248905645728198,0.04769960757245442,0.8167160803147001,0.7771909570003654,0.00817448425811973,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8992635056431714,0.21889559329429764,0.872419931065673,0.6803679123488737,0.02684357457749842,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.9034678398319367,0.21632832749601036,0.9962951161896391,0.6871395123359263,-0.09282727635770238,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8973074818533368,0.21037704523798068,0.8766286694347238,0.6869304366153561,0.020678812418612913,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.9021035169366717,0.2045269266201482,0.902672,0.6975765903165234,-0.0005684830633283511,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8943835373128827,0.20387579444294227,0.8943835373128827,0.6905077428699404,0.0,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8701567723774226,0.1933477915883996,0.8767769274161823,0.676808980789023,-0.006620155038759679,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.9578771858911136,0.2512817123216991,0.9198771858911136,0.7065954735694144,0.038000000000000034,True,False,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8139290281197386,0.1967292675837205,0.7879290281197385,0.617199760536018,0.026000000000000023,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.9942233792214915,0.23432162741627946,0.9697368009945024,0.759901751805212,0.024486578226989075,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.9924589089731757,0.23934016137254835,0.995027392036504,0.7531187476006274,-0.002568483063328353,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.899002849002849,0.21453426075570142,0.8974315169366717,0.6844685882471475,0.0015713320661773222,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.9811871383711024,0.10603610582093755,0.9790880353817815,0.8751510325501648,0.0020991029893209223,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.881814425980345,0.07913751224645664,0.8825071852758442,0.8026769137338884,-0.0006927592954991679,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8901180351422939,0.08176344332818641,0.8836283956880419,0.8083545918141075,0.006489639454252072,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8611345874082962,0.05661728265845705,0.8611345874082962,0.8045173047498392,0.0,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.7787828930708885,0.04731856044619399,0.8581124733686419,0.7314643326246946,-0.07932958029775339,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.8321241905795722,0.04501852030891924,0.8290321270875087,0.7871056702706529,0.0030920634920634793,True,True,False
reaction_wheel_degradation,reaction_wheel_degradation,0.950739447330253,0.11536501058929881,0.9578015942229083,0.8353744367409541,-0.007062146892655385,True,True,False
