dataset,time_h,innovation_v,soc_estimated,voltage_predicted_v,voltage_measured_v
battery_degradation,4.85,0.0884236542697181,0.8453747543139275,29.37046901416926,29.458892668438978
battery_degradation,4.866666666666666,0.08170678772917128,0.8521965385008828,29.398594015618393,29.480300803347564
battery_degradation,4.883333333333334,0.02661941187948713,0.8573086796722471,29.42591420227723,29.452533614156717
battery_degradation,4.9,0.06744993717946812,0.8636982666818634,29.446379333757303,29.51382927093677
battery_degradation,4.916666666666667,0.03230357261393735,0.8689477681257981,29.471761511538112,29.50406508415205
battery_degradation,4.933333333333334,0.09085933671212842,0.8760004388552919,29.492667924302737,29.583527261014865
battery_degradation,4.95,0.04383992268003567,0.8815140086261534,29.5205874244764,29.564427347156435
battery_degradation,4.966666666666667,0.049653051193768505,0.8871707968016131,29.54248944513096,29.59214249632473
battery_degradation,4.983333333333333,0.07975845331190357,0.8936939397773416,29.56482665676264,29.644585110074544
battery_degradation,5.0,0.09846278258691399,0.9007169126798383,29.590585362627962,29.689048145214876
battery_degradation,5.016666666666667,0.049021826102251254,0.9061359193193124,29.618428674479897,29.66745050058215
battery_degradation,5.033333333333333,0.0482648062464186,0.9114407226186658,29.639742318646213,29.688007124892632
battery_degradation,5.05,0.10338010532586495,0.9183852891276716,29.66064547955366,29.764025584879526
battery_degradation,5.066666666666666,0.06746771658728079,0.924178013741015,29.688296104183248,29.75576382077053
battery_degradation,5.083333333333333,0.08088127451175708,0.9303499866392682,29.711310783030992,29.79219205754275
battery_degradation,5.1,0.0859319371107432,0.9366344991758172,29.735818811442446,29.82175074855319
battery_degradation,5.116666666666666,0.04009332978503366,0.941473347803746,29.760892132729037,29.80098546251407
battery_degradation,5.133333333333334,0.03764120402080451,0.9462002945454304,29.780105798874498,29.817747002895302
battery_degradation,5.15,0.08127454549195434,0.9522951706555084,29.799042462311757,29.88031700780371
battery_degradation,5.166666666666667,0.03485326484602069,0.9569301358017245,29.82337293258167,29.85822619742769
battery_degradation,5.183333333333334,0.06461434138356026,0.9625071426970827,29.84196855120674,29.9065828925903
battery_degradation,5.2,-0.0013960619889630266,0.9660639916370183,29.864430111896105,29.863034049907142
battery_degradation,5.216666666666667,0.10003754883391025,0.9728031203441295,29.878733756294277,29.978771305128188
battery_degradation,5.233333333333333,0.09203709814720895,0.9793516561681365,29.905925879107166,29.997962977254375
battery_degradation,5.25,0.11785357220152548,0.986756669483428,29.9323255747519,30.050179146953425
battery_degradation,5.266666666666667,0.021729732107786504,0.99118033540667,29.962010765885424,29.98374049799321
battery_degradation,5.283333333333333,-0.028537601726402073,0.9940800139293633,29.979879847921495,29.951342246195093
battery_degradation,5.3,-0.006300616011174043,0.9977253169370103,29.99168720918672,29.985386593175544
battery_degradation,5.316666666666666,-0.06255084890039697,0.9980493453303598,30.0,29.937449151099603
battery_degradation,5.333333333333333,0.0013817441573173994,1.0,30.0,30.001381744157317
battery_degradation,5.35,0.01408081978862441,1.0,30.0,30.014080819788624
battery_degradation,5.366666666666666,-0.028913255617030842,0.9990983371436946,30.0,29.97108674438297
battery_degradation,5.383333333333334,0.029830514043730716,1.0,30.0,30.02983051404373
battery_degradation,5.4,0.021389922760356228,1.0,30.0,30.021389922760356
battery_degradation,5.416666666666667,0.04233950957630128,1.0,30.0,30.0423395095763
battery_degradation,5.433333333333334,-0.05078361643908735,0.9934580796670153,29.980167087918332,29.929383471479245
battery_degradation,5.45,0.012525143830067975,0.9888209050689938,29.953721228671093,29.96624637250116
battery_degradation,5.466666666666667,-0.03249071397424785,0.9827031271528089,29.934865413666753,29.902374699692505
battery_degradation,5.483333333333333,-0.03464786193615055,0.9764609403468228,29.910165749968865,29.875517888032714
battery_degradation,5.5,-0.044394199763026165,0.9698815436324463,29.885063925309833,29.840669725546807
battery_degradation,5.516666666666667,0.024204157386868985,0.9653675570871034,29.858450991777758,29.882655149164627
battery_degradation,5.533333333333333,-0.09062011770977207,0.9572196667922013,29.840182658010264,29.74956254030049
battery_degradation,5.55,-0.05884952358027462,0.9500058301609481,29.80736423447604,29.748514710895765
battery_degradation,5.566666666666666,-0.05221296218348925,0.9429485760596527,29.778307370666287,29.726094408482798
battery_degradation,5.583333333333333,-0.07862896554683729,0.93501848081091,29.749882132820918,29.67125316727408
battery_degradation,5.6,-0.1314034113909024,0.9254567792703883,29.7182184327898,29.5868150213989
battery_degradation,5.616666666666666,-0.0651817179851939,0.9179137477224742,29.679785785262677,29.614604067277483
