accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,mean_confidence
0.933206106870229,0.9446992864424058,0.9400878820427694,0.9446992864424058,0.9419431037233934,0.9339013216594575,0.933206106870229,0.9330099599492985,0.7868151305485453
