scenario_id,fault_type,time_h,prediction,confidence,severity,noise_scale,profile,estimator_prediction,original_probability,top5_probability_drop,random5_probability_drop,top5_beats_random,top5_prediction_flip,random5_flip_rate,reconstruction_error,top1_feature,top5_features,top5_positive_strength,class_consensus_overlap,severity_bin,noise_bin
58,thermal_anomaly,2.783333333333333,thermal_anomaly,0.8355706787639938,0.2673277544409908,1.1325919397452502,abrupt,thermal_anomaly,0.8355706787639938,0.7905805006546256,-0.00024228808213522246,True,True,0.0,5.551115123125783e-16,electronics_temp_residual_c,electronics_temp_residual_c|battery_temp_residual_c|physics_pred_thermal_anomaly|physics_confidence|rule_pred_battery_voltage_sensor_drift,0.5622459206333579,1.0,0.20-0.40,1.00-1.25
59,thermal_anomaly,3.05,thermal_anomaly,0.7960726593867289,0.6454905270039444,0.7569079934974283,abrupt,thermal_anomaly,0.7960726593867289,0.7621046178211948,-0.0010332583289626718,True,True,0.0,0.0,electronics_temp_residual_c,electronics_temp_residual_c|battery_temp_residual_c|physics_pred_thermal_anomaly|physics_confidence|rule_pred_battery_voltage_sensor_drift,0.5454928263479435,1.0,0.60-0.80,0.75-1.00
60,thermal_anomaly,2.4,thermal_anomaly,0.8859177322310127,0.3920719805105231,1.0942512272568123,gradual,thermal_anomaly,0.8859177322310127,0.771373213072473,0.010206039498711461,True,True,0.0,4.440892098500626e-16,electronics_temp_residual_c,electronics_temp_residual_c|battery_temp_residual_c|physics_pred_thermal_anomaly|physics_confidence|rule_pred_battery_voltage_sensor_drift,0.5516894124677654,1.0,0.20-0.40,1.00-1.25
61,reaction_wheel_degradation,2.083333333333333,reaction_wheel_degradation,0.8407217399380988,0.309809248899257,1.413838279518862,gradual,reaction_wheel_degradation,0.8407217399380988,0.6820501485936115,-0.0006685296866519419,True,True,0.0,8.881784197001252e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|wheel_current_residual_a|physics_detected|rule_pred_battery_voltage_sensor_drift,0.5196620260194253,1.0,0.20-0.40,1.25-1.50
62,reaction_wheel_degradation,2.0166666666666666,reaction_wheel_degradation,0.8488389337428217,0.4397581035350181,0.8140171212948634,gradual,reaction_wheel_degradation,0.8488389337428216,0.6344405165299762,-0.0043711631506487825,True,True,0.0,5.551115123125783e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|wheel_current_residual_a|rule_pred_battery_voltage_sensor_drift|wheel_current_measured,0.48073427632150345,0.8,0.40-0.60,0.75-1.00
63,reaction_wheel_degradation,3.45,reaction_wheel_degradation,0.7897243899407869,0.6960281720952892,1.1384498324517491,gradual,reaction_wheel_degradation,0.7897243899407868,0.7196130808171359,0.0008540786337537631,True,True,0.0,3.3306690738754696e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|physics_detected|rule_pred_battery_voltage_sensor_drift|wheel_current_residual_a,0.4982065523532366,1.0,0.60-0.80,1.00-1.25
64,reaction_wheel_degradation,2.5166666666666666,reaction_wheel_degradation,0.9267848946469596,0.4844217333556942,0.9824728163784012,gradual,reaction_wheel_degradation,0.9267848946469595,0.6740926291437053,0.021570166984783267,True,True,0.0,1.1102230246251565e-15,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|wheel_current_residual_a|rule_pred_battery_voltage_sensor_drift|physics_detected,0.5260269747228807,1.0,0.40-0.60,0.75-1.00
65,reaction_wheel_degradation,3.633333333333333,reaction_wheel_degradation,0.8034715263623186,0.439231361865161,1.0512637266937577,gradual,reaction_wheel_degradation,0.8034715263623186,0.7622589512217761,-0.010433912153765356,True,True,0.0,3.3306690738754696e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|wheel_current_residual_a|physics_confidence|rule_pred_battery_voltage_sensor_drift|physics_detected,0.5370512740830408,1.0,0.40-0.60,1.00-1.25
66,reaction_wheel_degradation,2.85,reaction_wheel_degradation,0.7555355013329755,0.7764132212166428,1.431265095790742,gradual,reaction_wheel_degradation,0.7555355013329755,0.6580296240259512,-0.007669770417116373,True,True,0.0,5.551115123125783e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|physics_detected|rule_pred_battery_voltage_sensor_drift|ml_wheel_ratio,0.5021458877018066,0.8,0.60-0.80,1.25-1.50
67,reaction_wheel_degradation,2.05,reaction_wheel_degradation,0.7663410158760806,0.5890004606630462,1.1469157392470744,gradual,reaction_wheel_degradation,0.7663410158760806,0.6222561756509997,0.012338903410468338,True,True,0.0,1.1102230246251565e-15,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|wheel_current_residual_a|rule_pred_battery_voltage_sensor_drift|wheel_current_measured,0.4808747022771349,0.8,0.40-0.60,1.00-1.25
68,reaction_wheel_degradation,1.9166666666666667,reaction_wheel_degradation,0.771931934455094,0.6698805975662906,1.2961477284766412,abrupt,reaction_wheel_degradation,0.771931934455094,0.7107644984082875,-0.03338591099628775,True,True,0.0,1.4432899320127035e-15,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|wheel_current_residual_a|physics_detected|rule_pred_battery_voltage_sensor_drift,0.5368491449768983,1.0,0.60-0.80,1.25-1.50
69,reaction_wheel_degradation,1.8333333333333333,reaction_wheel_degradation,0.822579876669677,0.4473512664881101,1.2452795036204751,abrupt,reaction_wheel_degradation,0.822579876669677,0.7348441055588141,0.0016784719454412734,True,True,0.0,6.661338147750939e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|physics_detected|rule_pred_battery_voltage_sensor_drift|wheel_current_residual_a,0.516401769455405,1.0,0.40-0.60,1.00-1.25
70,reaction_wheel_degradation,2.8,reaction_wheel_degradation,0.8097006847836149,0.3718692319942847,0.8751850190891066,gradual,reaction_wheel_degradation,0.8097006847836149,0.6886189064737616,0.005287421896135336,True,True,0.0,3.3306690738754696e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|physics_detected|rule_pred_battery_voltage_sensor_drift|electronics_temp_residual_c,0.5211905244926932,0.8,0.20-0.40,0.75-1.00
71,reaction_wheel_degradation,3.3,reaction_wheel_degradation,0.8181581484226694,0.6695092197744519,1.4048484465311923,gradual,reaction_wheel_degradation,0.8181581484226694,0.7536459746143912,0.0011351163728436698,True,True,0.0,0.0,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|physics_detected|rule_pred_battery_voltage_sensor_drift|wheel_current_residual_a,0.5195566670409023,1.0,0.60-0.80,1.25-1.50
72,reaction_wheel_degradation,3.733333333333333,reaction_wheel_degradation,0.8212662732193781,0.3273244849123812,1.376356300655668,gradual,reaction_wheel_degradation,0.8212662732193781,0.6966683603104835,-0.0023152263750133685,True,True,0.0,6.661338147750939e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|physics_detected|rule_pred_battery_voltage_sensor_drift|ml_wheel_ratio,0.5102397350295674,0.8,0.20-0.40,1.25-1.50
73,reaction_wheel_degradation,2.5166666666666666,reaction_wheel_degradation,0.8447574591489657,0.7774408662115393,1.4188663231749152,abrupt,reaction_wheel_degradation,0.8447574591489657,0.6341118210403502,0.0014172391353626246,True,True,0.0,8.881784197001252e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|wheel_current_residual_a|wheel_temp_residual_c|rule_pred_battery_voltage_sensor_drift,0.5205761600553538,0.8,0.60-0.80,1.25-1.50
74,reaction_wheel_degradation,2.0166666666666666,reaction_wheel_degradation,0.8376505807195697,0.5942738930945521,1.1441022936205874,abrupt,reaction_wheel_degradation,0.8376505807195697,0.6736752614113761,8.640505033976619e-05,True,True,0.0,1.6653345369377348e-15,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|wheel_current_residual_a|physics_confidence|rule_pred_battery_voltage_sensor_drift|wheel_current_measured,0.5086789863678393,0.8,0.40-0.60,1.00-1.25
75,reaction_wheel_degradation,2.6166666666666667,reaction_wheel_degradation,0.7951992980326611,0.2291030795492712,0.9364861493734896,gradual,reaction_wheel_degradation,0.7951992980326611,0.7276040019116747,-0.001953199136218842,True,True,0.0,1.1102230246251565e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|physics_detected|wheel_current_residual_a|rule_pred_battery_voltage_sensor_drift,0.5061393985623951,1.0,0.20-0.40,0.75-1.00
76,reaction_wheel_degradation,3.1333333333333333,reaction_wheel_degradation,0.933758825384366,0.2924945017656537,1.1991379978622243,gradual,reaction_wheel_degradation,0.9337588253843658,0.8293189896627207,0.015818694559182854,True,True,0.0,2.220446049250313e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|wheel_current_residual_a|physics_detected|rule_pred_battery_voltage_sensor_drift,0.5714882556740004,1.0,0.20-0.40,1.00-1.25
77,reaction_wheel_degradation,2.533333333333333,reaction_wheel_degradation,0.9649430581975924,0.5831275118605782,1.373293265709942,gradual,reaction_wheel_degradation,0.9649430581975923,0.8051155908171908,0.015004070406570069,True,True,0.0,5.551115123125783e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|wheel_current_residual_a|physics_confidence|rule_pred_battery_voltage_sensor_drift|wheel_current_measured,0.5591091726100127,0.8,0.40-0.60,1.25-1.50
78,reaction_wheel_degradation,2.75,reaction_wheel_degradation,0.9425124316718833,0.3308035580277609,1.0465327892843292,abrupt,reaction_wheel_degradation,0.9425124316718833,0.779562309869854,0.007020535486968527,True,True,0.0,5.551115123125783e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|physics_detected|wheel_temp_residual_c|rule_pred_battery_voltage_sensor_drift,0.5524501091430443,0.8,0.20-0.40,1.00-1.25
79,reaction_wheel_degradation,2.15,reaction_wheel_degradation,0.9083144914250968,0.2328386859804335,1.290183357022873,gradual,reaction_wheel_degradation,0.9083144914250969,0.7290479257920418,0.00575394021477188,True,True,0.0,0.0,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|physics_confidence|wheel_current_residual_a|physics_detected|rule_pred_battery_voltage_sensor_drift,0.5372032911286823,1.0,0.20-0.40,1.25-1.50
80,reaction_wheel_degradation,3.6666666666666665,reaction_wheel_degradation,0.7890865238800292,0.3285072980723234,1.2669849793967467,gradual,reaction_wheel_degradation,0.7890865238800292,0.7473363926581621,-0.009820825064012162,True,True,0.0,3.3306690738754696e-16,physics_pred_reaction_wheel_degradation,physics_pred_reaction_wheel_degradation|wheel_current_residual_a|physics_confidence|rule_pred_battery_voltage_sensor_drift|physics_detected,0.5371069999224051,1.0,0.20-0.40,1.25-1.50
81,battery_voltage_sensor_drift,2.85,battery_voltage_sensor_drift,0.9519318851826134,0.2153887382767779,0.8117184370571453,gradual,battery_voltage_sensor_drift,0.9519318851826134,0.9419774183912419,0.005183823821472322,True,True,0.0,9.992007221626409e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_temp_measured,0.5990107971497041,0.8,0.20-0.40,0.75-1.00
82,battery_voltage_sensor_drift,1.8833333333333333,battery_voltage_sensor_drift,0.902620215185798,0.4708259647389193,0.967954430826182,gradual,battery_voltage_sensor_drift,0.9026202151857979,0.8241737639551276,-0.007777929513936799,True,True,0.0,4.440892098500626e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|electronics_temp_residual_c,0.5602121084733722,0.8,0.40-0.60,0.75-1.00
83,battery_voltage_sensor_drift,1.9666666666666663,battery_voltage_sensor_drift,0.7330030584523561,0.3986562084280751,1.4486246000836158,abrupt,battery_voltage_sensor_drift,0.7330030584523561,0.7201774812122685,-0.025831456993625667,True,True,0.0,7.771561172376096e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|battery_innovation_v|physics_pred_reaction_wheel_degradation,0.5167395161225468,1.0,0.20-0.40,1.25-1.50
84,battery_voltage_sensor_drift,2.7666666666666666,battery_voltage_sensor_drift,0.8031260682520464,0.2447524545331784,1.4490618064336784,abrupt,battery_voltage_sensor_drift,0.8031260682520464,0.7700246102167612,-0.015614014869829763,True,True,0.0,2.220446049250313e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_temp_measured,0.5390597810881933,0.8,0.20-0.40,1.25-1.50
85,battery_voltage_sensor_drift,2.033333333333333,battery_voltage_sensor_drift,0.8413024086375825,0.2874012451128612,1.0586656370997374,gradual,battery_voltage_sensor_drift,0.8413024086375825,0.7854557190200792,-0.0206175591087543,True,True,0.0,1.1102230246251565e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|battery_innovation_v|physics_pred_reaction_wheel_degradation,0.5334834756860414,1.0,0.20-0.40,1.00-1.25
86,battery_voltage_sensor_drift,3.083333333333333,battery_voltage_sensor_drift,0.8764315405857506,0.4833993551629813,0.9678447122144072,gradual,battery_voltage_sensor_drift,0.8764315405857506,0.8431820874049676,-0.009483258949859175,True,True,0.0,7.771561172376096e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_innovation_v,0.5528577358778444,1.0,0.40-0.60,0.75-1.00
87,battery_voltage_sensor_drift,1.9,battery_voltage_sensor_drift,0.7426561593078591,0.6530079511508322,1.2066808581574453,abrupt,battery_voltage_sensor_drift,0.7426561593078591,0.7291869466556341,-0.033558552864654236,True,True,0.0,8.881784197001252e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|battery_innovation_v|physics_pred_reaction_wheel_degradation,0.5228387232457901,1.0,0.60-0.80,1.00-1.25
88,battery_voltage_sensor_drift,3.433333333333333,battery_voltage_sensor_drift,0.9190141025449694,0.2537724382627729,1.2461647929148612,abrupt,battery_voltage_sensor_drift,0.9190141025449694,0.8825287857017182,-0.0015974746631643554,True,True,0.0,9.992007221626409e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_temp_measured,0.5752298013464741,0.8,0.20-0.40,1.00-1.25
89,battery_voltage_sensor_drift,2.783333333333333,battery_voltage_sensor_drift,0.966,0.277149723120313,0.916914114191979,gradual,battery_voltage_sensor_drift,0.966,0.9541843276979363,-0.0022530057485477427,True,True,0.0,1.2212453270876722e-15,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|electronics_temp_residual_c,0.5999871521488286,0.8,0.20-0.40,0.75-1.00
90,battery_voltage_sensor_drift,3.4,battery_voltage_sensor_drift,0.9711389429959556,0.5419771703143134,0.923158771546418,gradual,battery_voltage_sensor_drift,0.9711389429959555,0.9434268477852014,-0.004815278690462621,True,True,0.0,3.3306690738754696e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_temp_measured,0.5885568326205296,0.8,0.40-0.60,0.75-1.00
91,battery_voltage_sensor_drift,1.8666666666666667,battery_voltage_sensor_drift,0.8620892119938272,0.4507477496754406,1.0465138543203425,gradual,battery_voltage_sensor_drift,0.8620892119938272,0.8508185750410794,-0.01945275715627174,True,True,0.0,6.661338147750939e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_innovation_v,0.552882989308103,1.0,0.40-0.60,1.00-1.25
92,battery_voltage_sensor_drift,3.05,battery_voltage_sensor_drift,0.8875549274944053,0.3169771551324382,1.370105985628116,gradual,battery_voltage_sensor_drift,0.8875549274944053,0.8665918899048413,-0.012749500962162841,True,True,0.0,2.220446049250313e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_temp_measured,0.5661034542184247,0.8,0.20-0.40,1.25-1.50
93,battery_voltage_sensor_drift,3.1666666666666665,battery_voltage_sensor_drift,0.8339720027391923,0.7309280582601319,1.3798993306988288,abrupt,battery_voltage_sensor_drift,0.8339720027391923,0.8123304569272695,0.0014434752756068646,True,True,0.0,1.1102230246251565e-15,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_innovation_v,0.5365243191335308,1.0,0.60-0.80,1.25-1.50
94,battery_voltage_sensor_drift,2.433333333333333,battery_voltage_sensor_drift,0.7880736759444009,0.3066098726514919,1.467631624612877,gradual,battery_voltage_sensor_drift,0.7880736759444009,0.7836796026229453,-0.019706541353310524,True,True,0.0,4.440892098500626e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|battery_voltage_measured|battery_innovation_v,0.5376343916496978,0.8,0.20-0.40,1.25-1.50
95,battery_voltage_sensor_drift,1.75,battery_voltage_sensor_drift,0.7590408584701201,0.4979576866017859,1.1978263712410353,gradual,battery_voltage_sensor_drift,0.7590408584701201,0.7419542576741562,-0.004098798980594254,True,True,0.0,5.551115123125783e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|battery_innovation_v|physics_pred_reaction_wheel_degradation,0.5217629271384443,1.0,0.40-0.60,1.00-1.25
96,battery_voltage_sensor_drift,3.2666666666666666,battery_voltage_sensor_drift,0.9789316054642592,0.6191568450416163,1.1871449590459844,gradual,battery_voltage_sensor_drift,0.9789316054642591,0.9368484501835388,0.002866426573429315,True,True,0.0,6.661338147750939e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_temp_measured,0.5859305332678951,0.8,0.60-0.80,1.00-1.25
97,battery_voltage_sensor_drift,2.2333333333333334,battery_voltage_sensor_drift,0.817195162394183,0.2644570118779754,1.403405680866308,abrupt,battery_voltage_sensor_drift,0.817195162394183,0.7751782459301,-0.00848360935443182,True,True,0.0,4.440892098500626e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|battery_voltage_measured|battery_innovation_v,0.5221566532920294,0.8,0.20-0.40,1.25-1.50
98,battery_voltage_sensor_drift,3.3,battery_voltage_sensor_drift,0.8386313027056522,0.38365180580171,0.9674981123127252,abrupt,battery_voltage_sensor_drift,0.8386313027056522,0.8191003507730551,-0.021997235962054374,True,True,0.0,4.440892098500626e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_innovation_v,0.5398155310567878,1.0,0.20-0.40,0.75-1.00
99,battery_voltage_sensor_drift,2.75,battery_voltage_sensor_drift,0.938716460918197,0.2622080645196203,1.0603649147464758,gradual,battery_voltage_sensor_drift,0.938716460918197,0.9193177386856185,-0.005078790162669622,True,True,0.0,5.551115123125783e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|physics_pred_reaction_wheel_degradation|battery_temp_measured,0.5875778320927137,0.8,0.20-0.40,1.00-1.25
100,battery_voltage_sensor_drift,3.966666666666667,battery_voltage_sensor_drift,0.9417607575510584,0.3291917162891369,1.121793325122597,gradual,battery_voltage_sensor_drift,0.9417607575510583,0.9282881139808178,-0.007897282321493605,True,True,0.0,8.881784197001252e-16,rule_pred_battery_voltage_sensor_drift,rule_pred_battery_voltage_sensor_drift|rule_confidence|rule_detected|battery_voltage_measured|physics_pred_reaction_wheel_degradation,0.5856350931670821,0.8,0.20-0.40,1.00-1.25
101,telemetry_dropout,2.683333333333333,telemetry_dropout,0.9931073825503356,0.5280238495549836,1.2871016432366829,abrupt,telemetry_dropout,0.9931073825503356,0.38,0.06027838707917278,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.3212237493552326,1.0,0.40-0.60,1.25-1.50
102,telemetry_dropout,3.3666666666666667,telemetry_dropout,0.9965382768592786,0.5520012503111457,1.4584628282656662,gradual,telemetry_dropout,0.9965382768592786,0.3819999999999999,0.06870765537185572,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.3219837641389262,1.0,0.40-0.60,1.25-1.50
103,telemetry_dropout,3.466666666666667,telemetry_dropout,0.9965382768592786,0.3697730757239587,1.4038778381795805,gradual,telemetry_dropout,0.9965382768592786,0.3819999999999999,0.07196456594096141,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.32198376413892627,1.0,0.20-0.40,1.25-1.50
104,telemetry_dropout,3.466666666666667,telemetry_dropout,0.9965382768592786,0.6521106241478114,1.1550906091451716,abrupt,telemetry_dropout,0.9965382768592786,0.3819999999999999,0.07818604245102856,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.32198376413892627,1.0,0.60-0.80,1.00-1.25
105,telemetry_dropout,1.7333333333333334,telemetry_dropout,0.9965382768592786,0.6347526790163724,1.3854219255149327,gradual,telemetry_dropout,0.9965382768592786,0.3819999999999999,0.051853827685927854,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.32198376413892627,1.0,0.60-0.80,1.25-1.50
106,telemetry_dropout,1.7,telemetry_dropout,0.9965382768592786,0.6572834516737502,1.0103844592749245,gradual,telemetry_dropout,0.9965382768592786,0.3819999999999999,0.07158604245102854,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.32198376413892627,1.0,0.60-0.80,1.00-1.25
107,telemetry_dropout,2.533333333333333,telemetry_dropout,0.9931073825503356,0.7153074678618823,1.0816158419532391,gradual,telemetry_dropout,0.9931073825503356,0.38,0.04858912533420634,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.3212237493552326,1.0,0.60-0.80,1.00-1.25
108,telemetry_dropout,2.716666666666667,telemetry_dropout,0.9931073825503356,0.7130971266801129,1.1271394280278475,gradual,telemetry_dropout,0.9931073825503356,0.38,0.03024603590331206,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.3212237493552326,1.0,0.60-0.80,1.00-1.25
109,telemetry_dropout,2.533333333333333,telemetry_dropout,0.9931073825503356,0.7364467497279013,1.3116434776725452,gradual,telemetry_dropout,0.9931073825503356,0.38,0.060932214765100655,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.3212237493552326,1.0,0.60-0.80,1.25-1.50
110,telemetry_dropout,2.4833333333333334,telemetry_dropout,0.9931073825503356,0.7859518909003971,1.4504162464124226,gradual,telemetry_dropout,0.9931073825503356,0.38,0.06273221476510067,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.3212237493552326,1.0,0.60-0.80,1.25-1.50
111,telemetry_dropout,2.933333333333333,telemetry_dropout,0.9931073825503356,0.7728634253690692,0.9631698198986984,gradual,telemetry_dropout,0.9931073825503356,0.38,0.03902455939324494,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.3212237493552326,1.0,0.60-0.80,0.75-1.00
112,telemetry_dropout,2.566666666666667,telemetry_dropout,0.9931073825503356,0.235433791386974,1.2812769167739824,abrupt,telemetry_dropout,0.9931073825503356,0.38,0.05291073825503352,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.3212237493552326,1.0,0.20-0.40,1.25-1.50
113,telemetry_dropout,2.8666666666666667,telemetry_dropout,0.9931073825503356,0.2170058836006171,1.2133682593913837,abrupt,telemetry_dropout,0.9931073825503356,0.38,0.04953221476510067,True,False,0.0,2.220446049250313e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.32122374935523257,1.0,0.20-0.40,1.00-1.25
114,telemetry_dropout,2.683333333333333,telemetry_dropout,0.9931073825503356,0.2772210108408197,1.0308031959213588,gradual,telemetry_dropout,0.9931073825503356,0.38,0.052246035903312046,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.3212237493552326,1.0,0.20-0.40,1.00-1.25
115,telemetry_dropout,2.4,telemetry_dropout,0.9965382768592786,0.5556975536396281,0.8717888971418776,gradual,telemetry_dropout,0.9965382768592786,0.3819999999999999,0.06950765537185574,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.32198376413892627,1.0,0.40-0.60,0.75-1.00
116,telemetry_dropout,3.05,telemetry_dropout,0.9965382768592786,0.4294734197184069,1.148667319873734,gradual,telemetry_dropout,0.9965382768592786,0.3819999999999999,0.0520183936268893,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.32198376413892627,1.0,0.40-0.60,1.00-1.25
117,telemetry_dropout,3.0166666666666666,telemetry_dropout,0.9965382768592786,0.5042512611274654,1.131827923679908,gradual,telemetry_dropout,0.9965382768592786,0.3819999999999999,0.05185382768592787,True,False,0.0,3.3306690738754696e-16,physics_pred_telemetry_dropout,physics_pred_telemetry_dropout|ml_thermal_ratio|missing_battery_current_measured|missing_battery_voltage_measured|missing_electronics_temp_measured,0.32198376413892627,1.0,0.40-0.60,1.00-1.25
