time_s,time_h,battery_temp_c,electronics_temp_c,battery_soc_percent,in_sunlight
39360.0,10.933333333333334,25.78117362797237,26.110104080645,92.84772539834212,1
39420.0,10.95,25.785282855408166,26.115047677495255,93.26271754468016,1
39480.0,10.966666666666667,25.788665720549304,26.120313822789143,93.67168189325712,1
39540.0,10.983333333333333,25.791267227037967,26.125935488825196,94.0739683912478,1
39600.0,11.0,25.79306456950988,26.131928004914595,94.46918930980155,1
39660.0,11.016666666666667,25.794066272071642,26.138288404256915,94.85723163493493,1
39720.0,11.033333333333333,25.79430982070145,26.14499557030901,95.23825761812452,1
39780.0,11.05,25.793858142301033,26.152011176251122,95.61269348391731,1
39840.0,11.066666666666666,25.7927953135752,26.159281376492068,95.98120680855824,1
39900.0,11.083333333333334,25.791221859450342,26.1667391762877,96.34467357775269,1
39960.0,11.1,25.78924993450058,26.174307375909986,96.7041363816446,1
40020.0,11.116666666666667,25.78699858931068,26.181901960693445,97.06075559124108,1
40080.0,11.133333333333333,25.78458922742104,26.189435788798633,97.41575566597736,1
40140.0,11.15,25.78214127736144,26.196822415520835,97.77036895355096,1
40200.0,11.166666666666666,25.779768053960847,26.203979887004238,98.12577945132503,1
40260.0,11.183333333333334,25.77757277232603,26.21083433755916,98.48306899878807,1
40320.0,11.2,25.775644706870818,26.21732323336327,98.84316826275962,1
40380.0,11.216666666666667,25.774055548419916,26.223398120782516,99.20681466596758,1
40440.0,11.233333333333333,25.772856089767362,26.22902675919789,99.57451910452568,1
40500.0,11.25,25.77207344521897,26.234194545124307,99.9465429140495,1
40560.0,11.266666666666667,25.771725370127392,26.238905165381677,100.0,1
40620.0,11.283333333333333,25.77179027749483,26.24318045077247,100.0,1
40680.0,11.3,25.772217568480553,26.247059436661704,100.0,1
40740.0,11.316666666666666,25.772932040922033,26.250596671517457,100.0,1
40800.0,11.333333333333334,25.773837177829854,26.253859847337747,100.0,1
40860.0,11.35,25.774819879903866,26.256926855526455,100.0,1
40920.0,11.366666666666667,25.775756396873188,26.259882396891506,100.0,1
40980.0,11.383333333333333,25.776519075447798,26.262814293925636,100.0,1
41040.0,11.4,25.776983441973528,26.265809666541642,100.0,1
41100.0,11.416666666666666,25.777035091501965,26.26895113840174,100.0,1
41160.0,11.433333333333334,25.77302959161924,26.25631323964357,99.50128407218682,0
41220.0,11.45,25.76971453561786,26.244087163221838,98.99794434755268,0
41280.0,11.466666666666667,25.76719821453401,26.232320992629912,98.48921627145373,0
41340.0,11.483333333333333,25.76555951879961,26.221046601307236,97.9745707860614,0
41400.0,11.5,25.764843505156684,26.21027822849678,97.45373745272806,0
41460.0,11.516666666666667,25.765058101475134,26.200011826050442,96.92671627145373,0
41520.0,11.533333333333333,25.766172306696905,26.19022520472819,96.39377768088599,0
41580.0,11.55,25.768116200113653,26.18087897359495,95.85545073885348,0
41640.0,11.566666666666666,25.77078297743778,26.171918231457145,95.31249999999997,0
41700.0,11.583333333333334,25.774033087786634,26.163274936413057,94.76589210107781,0
41760.0,11.6,25.77770037131084,26.154870849954342,94.21675351428333,0
41820.0,11.616666666666667,25.781599913466117,26.146620926945445,93.6663213150164,0
41880.0,11.633333333333333,25.785537163379015,26.138437003320618,93.11588911574948,0
41940.0,11.65,25.789317733838622,26.130231620326644,92.56675052895498,0
42000.0,11.666666666666666,25.79275722773109,26.1219218181716,92.02014263003282,0
42060.0,11.683333333333334,25.79569043085953,26.113432733277183,91.47719189117932,0
42120.0,11.7,25.797979274971922,26.10470084191555,90.9388649491468,0
