time_s,time_min,in_sunlight,solar_power_w,load_power_w,battery_power_w,battery_voltage_v,battery_current_a,battery_soc,battery_soc_percent
1140.0,19.0,1,617.465323072968,335.1371034904521,-282.3282195825159,29.90075795179392,-9.44217601566108,0.9751894879484803,97.51894879484803
1200.0,20.0,1,617.7265395542198,332.6794919243112,-285.0470476299086,29.917725037962366,-9.527697953912426,0.979431259490592,97.9431259490592
1260.0,21.0,1,617.9013941166289,330.9788696740969,-286.922524442532,29.934803759655377,-9.584914160327042,0.983700939913844,98.3700939913844
1320.0,22.0,1,617.9890348863438,330.1095620926345,-287.8794727937093,29.951939442559762,-9.611380035866768,0.9879848606399408,98.79848606399409
1380.0,23.0,1,617.9890348863438,330.1095620926345,-287.8794727937093,29.96907512546415,-9.605884452173287,0.9922687813660377,99.22687813660377
1440.0,24.0,1,617.9013941166289,330.9788696740969,-286.922524442532,29.98615384715716,-9.568500378708412,0.9965384617892896,99.65384617892896
1500.0,25.0,1,617.7265395542198,332.6794919243112,-285.0470476299086,30.0,-9.501568254330287,1.0,100.0
1560.0,26.0,1,617.465323072968,335.1371034904521,-282.3282195825159,30.0,-9.41094065275053,1.0,100.0
1620.0,27.0,1,617.1190172933127,338.2442949541505,-278.8747223391622,30.0,-9.295824077972073,1.0,100.0
1680.0,28.0,1,616.6893093822022,341.865267138484,-274.82404224371817,30.0,-9.16080140812394,1.0,100.0
1740.0,29.0,1,616.178292833385,345.8417661836448,-270.33652664974016,30.0,-9.011217554991338,1.0,100.0
1800.0,30.0,1,615.5884572681198,350.0,-265.5884572681198,30.0,-8.852948575603993,1.0,100.0
1860.0,31.0,1,614.9226763059908,354.15823381635516,-260.7644424896356,30.0,-8.692148082987853,1.0,100.0
1920.0,32.0,1,614.184193564921,358.134732861516,-256.049460703405,30.0,-8.534982023446833,1.0,100.0
1980.0,33.0,1,613.376606858593,361.7557050458495,-251.62090181274357,30.0,-8.387363393758118,1.0,100.0
2040.0,34.0,1,612.503850668262,364.8628965095479,-247.64095415871407,30.0,-8.254698471957136,1.0,100.0
2100.0,35.0,1,611.5701769743577,367.3205080756888,-244.24966889866886,30.0,-8.141655629955629,1.0,100.0
2160.0,36.0,1,610.5801345412646,369.0211303259031,-241.55900421536148,30.0,-8.051966807178717,1.0,100.0
2220.0,37.0,1,609.5385467561977,369.8904379073655,-239.64810884883218,30.0,-7.988270294961072,1.0,100.0
2280.0,38.0,1,608.450488130146,369.8904379073655,-238.56005022278055,30.0,-7.952001674092685,1.0,100.0
2340.0,39.0,1,607.3212595753644,369.0211303259031,-238.3001292494613,30.0,-7.94333764164871,1.0,100.0
2400.0,40.0,1,606.156362579862,367.3205080756888,-238.83585450417326,30.0,-7.961195150139108,1.0,100.0
2460.0,41.0,1,604.961472404706,364.8628965095479,-240.0985758951581,30.0,-8.003285863171936,1.0,100.0
2520.0,42.0,1,603.7424104347197,361.7557050458495,-241.98670538887018,30.0,-8.06622351296234,1.0,100.0
2580.0,43.0,1,602.5051158172811,358.134732861516,-244.37038295576508,30.0,-8.145679431858836,1.0,100.0
2640.0,44.0,1,601.2556165273943,354.1582338163552,-247.09738271103907,30.0,-8.236579423701302,1.0,100.0
2700.0,45.0,1,600.0,350.0,-250.0,30.0,-8.333333333333334,1.0,100.0
2760.0,46.0,1,598.7443834726058,345.8417661836448,-252.90261728896104,30.0,-8.430087242965367,1.0,100.0
2820.0,47.0,1,597.4948841827188,341.865267138484,-255.6296170442348,30.0,-8.520987234807826,1.0,100.0
2880.0,48.0,1,596.2575895652803,338.2442949541505,-258.0132946111298,30.0,-8.600443153704328,1.0,100.0
2940.0,49.0,1,595.038527595294,335.13710349045215,-259.90142410484185,30.0,-8.663380803494729,1.0,100.0
3000.0,50.0,1,593.843637420138,332.6794919243112,-261.16414549582674,30.0,-8.705471516527558,1.0,100.0
3060.0,51.0,1,592.6787404246356,330.9788696740969,-261.6998707505387,30.0,-8.723329025017957,1.0,100.0
3120.0,52.0,1,591.549511869854,330.1095620926345,-261.43994977721945,30.0,-8.714664992573981,1.0,100.0
3180.0,53.0,1,590.4614532438023,330.1095620926345,-260.3518911511678,30.0,-8.678396371705594,1.0,100.0
3240.0,54.0,1,589.4198654587356,330.9788696740969,-258.44099578463863,30.0,-8.614699859487954,1.0,100.0
3300.0,55.0,1,588.4298230256423,332.67949192431126,-255.75033110133108,30.0,-8.525011036711037,1.0,100.0
3360.0,56.0,0,0.0,335.1371034904521,335.1371034904521,29.980051362887473,11.178670090783127,0.9950128407218682,99.50128407218682
3420.0,57.0,0,0.0,338.2442949541505,338.2442949541505,29.959917773902106,11.289893967893095,0.9899794434755267,98.99794434755268
3480.0,58.0,0,0.0,341.865267138484,341.865267138484,29.93956865085815,11.41851010364123,0.9848921627145373,98.48921627145373
3540.0,59.0,0,0.0,345.84176618364484,345.84176618364484,29.918982831442456,11.55927553192727,0.979745707860614,97.9745707860614
3600.0,60.0,0,0.0,350.0,350.0,29.898149498109124,11.706410124885334,0.9745373745272806,97.45373745272806
3660.0,61.0,0,0.0,354.15823381635516,354.15823381635516,29.87706865085815,11.853848111909159,0.9692671627145373,96.92671627145373
3720.0,62.0,0,0.0,358.134732861516,358.134732861516,29.85575110723544,11.9955023598359,0.96393777680886,96.39377768088599
3780.0,63.0,0,0.0,361.7557050458495,361.7557050458495,29.83421802955414,12.125529976602365,0.9585545073885348,95.85545073885348
3840.0,64.0,0,0.0,364.86289650954785,364.86289650954785,29.8125,12.238587723590703,0.9531249999999998,95.31249999999997
3900.0,65.0,0,0.0,367.3205080756888,367.3205080756888,29.790635684043114,12.330066131231911,0.9476589210107781,94.76589210107781
3960.0,66.0,0,0.0,369.0211303259031,369.0211303259031,29.768670140571334,12.396292094451642,0.9421675351428332,94.21675351428333
4020.0,67.0,0,0.0,369.8904379073655,369.8904379073655,29.746652852600654,12.434691047097997,0.936663213150164,93.6663213150164
4080.0,68.0,0,0.0,369.8904379073655,369.8904379073655,29.724635564629978,12.443901527509611,0.9311588911574948,93.11588911574948
4140.0,69.0,0,0.0,369.0211303259031,369.0211303259031,29.702670021158198,12.42383698378082,0.9256675052895499,92.56675052895498
4200.0,70.0,0,0.0,367.3205080756888,367.3205080756888,29.680805705201312,12.375691944619918,0.9202014263003282,92.02014263003282
4260.0,71.0,0,0.0,364.8628965095479,364.8628965095479,29.65908767564717,12.301892104696591,0.9147719189117932,91.47719189117932
4320.0,72.0,0,0.0,361.7557050458495,361.7557050458495,29.637554597965874,12.205990337363327,0.909388649491468,90.9388649491468
4380.0,73.0,0,0.0,358.134732861516,358.134732861516,29.616237054343163,12.092513042908543,0.9040592635857907,90.40592635857907
4440.0,74.0,0,0.0,354.15823381635516,354.15823381635516,29.595156207092188,11.966763457443236,0.8987890517730474,89.87890517730473
4500.0,75.0,0,0.0,350.0,350.0,29.574322873758856,11.834590482223794,0.893580718439714,89.3580718439714
4560.0,76.0,0,0.0,345.8417661836448,345.8417661836448,29.553737054343163,11.702133153168205,0.8884342635857907,88.84342635857907
4620.0,77.0,0,0.0,341.865267138484,341.865267138484,29.533387931299206,11.575551979804471,0.8833469828248013,88.33469828248013
4680.0,78.0,0,0.0,338.2442949541506,338.2442949541506,29.51325434231384,11.46075898750352,0.8783135855784598,87.83135855784599
4740.0,79.0,0,0.0,335.1371034904521,335.1371034904521,29.493305705201312,11.363158366861153,0.8733264263003281,87.33264263003281
4800.0,80.0,0,0.0,332.67949192431126,332.67949192431126,29.473503354491534,11.287409166227043,0.868375838622883,86.8375838622883
4860.0,81.0,0,0.0,330.9788696740969,330.9788696740969,29.453802231296645,11.237220480906524,0.8634505578241614,86.34505578241614
4920.0,82.0,0,0.0,330.1095620926345,330.1095620926345,29.434152852600654,11.215188143709993,0.8585382131501638,85.85382131501638
4980.0,83.0,0,0.0,330.1095620926345,330.1095620926345,29.414503473904666,11.222680076360769,0.8536258684761663,85.36258684761663
5040.0,84.0,0,0.0,330.9788696740969,330.9788696740969,29.394802350709778,11.259775307388825,0.8487005876774446,84.87005876774447
5100.0,85.0,0,0.0,332.6794919243112,332.6794919243112,29.374999999999996,11.325259299551021,0.8437499999999994,84.37499999999994
5160.0,86.0,0,0.0,335.1371034904521,335.1371034904521,29.355051362887473,11.416675765526126,0.8387628407218678,83.87628407218678
5220.0,87.0,0,0.0,338.2442949541505,338.2442949541505,29.334917773902106,11.530432693255085,0.8337294434755262,83.37294434755262
5280.0,88.0,0,0.0,341.86526713848394,341.86526713848394,29.31456865085815,11.66195795715644,0.8286421627145368,82.86421627145369
5340.0,89.0,0,0.0,345.8417661836448,345.8417661836448,29.293982831442456,11.80589775632825,0.8234957078606137,82.34957078606136
5400.0,90.0,1,600.0,350.0,-250.0,29.308863783823405,-8.529842775344427,0.8272159459558517,82.72159459558517
5460.0,91.0,1,601.2556165273943,354.1582338163552,-247.09738271103907,29.32357196136573,-8.426578557230128,0.8308929903414327,83.08929903414327
5520.0,92.0,1,602.5051158172811,358.13473286151606,-244.37038295576502,29.33811781749405,-8.32944991481523,0.8345294543735124,83.45294543735125
5580.0,93.0,1,603.7424104347197,361.7557050458494,-241.98670538887023,29.35252178805291,-8.244153846003238,0.8381304470132278,83.81304470132278
5640.0,94.0,1,604.961472404706,364.8628965095479,-240.0985758951581,29.366813369951434,-8.175847098917126,0.841703342487858,84.1703342487858
5700.0,95.0,1,606.1563625798619,367.32050807568874,-238.8358545041732,29.381029789862396,-8.128913663420365,0.8452574474655987,84.52574474655987
5760.0,96.0,1,607.3212595753644,369.0211303259031,-238.3001292494613,29.395214321365337,-8.106766177794373,0.8488035803413347,84.88035803413348
5820.0,97.0,1,608.450488130146,369.8904379073655,-238.56005022278055,29.409414324354792,-8.111689936824822,0.8523535810886975,85.23535810886975
5880.0,98.0,1,609.5385467561977,369.8904379073655,-239.64810884883218,29.42367909273865,-8.1447363565073,0.8559197731846623,85.59197731846623
5940.0,99.0,1,610.5801345412646,369.0211303259031,-241.55900421536148,29.438057604894325,-8.205670613783983,0.8595144012235814,85.95144012235814
6000.0,100.0,1,611.5701769743577,367.3205080756888,-244.24966889866886,29.452596275662103,-8.29297582503796,0.8631490689155259,86.3149068915526
6060.0,101.0,1,612.503850668262,364.86289650954785,-247.64095415871412,29.46733680864774,-8.403913654186736,0.8668342021619354,86.68342021619354
6120.0,102.0,1,613.376606858593,361.7557050458495,-251.62090181274357,29.482314243279454,-8.534638757881803,0.8705785608198631,87.0578560819863
6180.0,103.0,1,614.184193564921,358.134732861516,-256.049460703405,29.497555282607035,-8.680362092731874,0.874388820651759,87.4388820651759
6240.0,104.0,1,614.9226763059908,354.1582338163552,-260.76444248963554,29.51307697561237,-8.835555936953433,0.8782692439030928,87.82692439030927
6300.0,105.0,1,615.5884572681198,350.0,-265.5884572681198,29.52888581235452,-8.994191618195119,0.8822214530886303,88.22214530886303
6360.0,106.0,1,616.178292833385,345.8417661836449,-270.33652664974005,29.54497727227415,-9.149999479046192,0.8862443180685372,88.62443180685372
6420.0,107.0,1,616.6893093822022,341.86526713848406,-274.8240422437181,29.561335846217226,-9.296739622099507,0.8903339615543068,89.03339615543068
6480.0,108.0,1,617.1190172933127,338.24429495415063,-278.8747223391621,29.57793553207075,-9.428471504942728,0.8944838830176872,89.44838830176872
6540.0,109.0,1,617.465323072968,335.1371034904521,-282.3282195825159,29.594740783236375,-9.539810524119803,0.8986851958090937,89.86851958090936
6600.0,110.0,1,617.7265395542198,332.6794919243112,-285.0470476299086,29.61170786940482,-9.626160331144652,0.9029269673512055,90.29269673512054
6660.0,111.0,1,617.9013941166289,330.9788696740969,-286.922524442532,29.62878659109783,-9.683910731894091,0.9071966477744574,90.71966477744574
6720.0,112.0,1,617.9890348863438,330.1095620926345,-287.8794727937093,29.645922274002217,-9.710592577724025,0.9114805685005543,91.14805685005543
6780.0,113.0,1,617.9890348863438,330.1095620926345,-287.8794727937093,29.663057956906606,-9.704982986310108,0.9157644892266512,91.57644892266512
6840.0,114.0,1,617.9013941166289,330.9788696740969,-286.922524442532,29.680136678599613,-9.667156440334484,0.9200341696499031,92.00341696499031
6900.0,115.0,1,617.7265395542198,332.6794919243112,-285.0470476299086,29.69710376476806,-9.598479699831257,0.924275941192015,92.4275941192015
6960.0,116.0,1,617.465323072968,335.1371034904521,-282.3282195825159,29.713909015933687,-9.501550921190516,0.9284772539834214,92.84772539834213
7020.0,117.0,1,617.1190172933127,338.24429495415046,-278.87472233916225,29.73050870178721,-9.380085794576333,0.9326271754468018,93.26271754468019
7080.0,118.0,1,616.6893093822022,341.865267138484,-274.82404224371817,29.746867275730285,-9.238755788847055,0.9367168189325714,93.67168189325714
7140.0,119.0,1,616.178292833385,345.84176618364484,-270.3365266497401,29.762958735649914,-9.08298563495747,0.9407396839124782,94.07396839124782
7200.0,120.0,1,615.58845726812,350.0,-265.58845726812,29.778767572392063,-8.918718903409134,0.9446918930980157,94.46918930980158
7260.0,121.0,1,614.9226763059908,354.15823381635516,-260.7644424896356,29.7942892653974,-8.752161871251051,0.9485723163493495,94.85723163493495
7320.0,122.0,1,614.184193564921,358.13473286151594,-256.04946070340503,29.80953030472498,-8.589516778223766,0.9523825761812454,95.23825761812455
7380.0,123.0,1,613.376606858593,361.7557050458494,-251.62090181274363,29.824507739356694,-8.436716005900823,0.9561269348391732,95.61269348391733
7440.0,124.0,1,612.503850668262,364.86289650954785,-247.64095415871412,29.83924827234233,-8.299168661974965,0.9598120680855826,95.98120680855826
